[2026-01-29 10:29:51][INFO] 日志文件创建于: /data/sda/zjc/comsol_pinn/logs/M04c/exp02/train_20260129_102951_gpu2_pid1035485.log
[2026-01-29 10:29:51][INFO] 进程 PID: 1035485
[2026-01-29 10:29:51][INFO] ========== PINN 训练开始 ==========
[2026-01-29 10:29:51][INFO] 物理项权重 λ_pde = 0.5
[2026-01-29 10:29:51][INFO] 使用设备: cuda
[2026-01-29 10:29:51][INFO] 训练参数: {'lambda_pde': 0.5, 'epochs': 200, 'lr': 0.005, 'batch_cases': 1, 'use_pde_anneal': True, 'pde_anneal_gamma': 0.03, 'pde_lambda_min': 0.0, 'use_soft_mask': False, 'mask_alpha': 40.0, 'mask_temp_ratio': 0.7, 'points_per_case': 320000, 'device': 'cuda', 'num_workers': 8, 'log_dir': 'logs/M04c/exp02', 'ckpt_dir': 'checkpoints/M04c/exp02'}
[2026-01-29 10:29:51][INFO] 数据集大小: 141 cases
[2026-01-29 10:29:51][INFO] 每 case 采样点数: 320000
[2026-01-29 10:29:52][INFO] 模型结构:
SimplePINN(
  (net): Sequential(
    (0): Linear(in_features=7, out_features=128, bias=True)
    (1): SiLU()
    (2): Linear(in_features=128, out_features=128, bias=True)
    (3): SiLU()
    (4): Linear(in_features=128, out_features=1, bias=True)
  )
)
[2026-01-29 10:29:52][INFO] 优化器: AdamW, 初始 lr=0.005, 调度策略: ReduceLROnPlateau(factor=0.5, patience=6)
[2026-01-29 10:32:08][INFO] [Epoch 001] MSE Loss=21028.383428 | PDE Loss=20.185416 | λ_pde=5.000e-01 | LR=5.00e-03
[2026-01-29 10:56:55][INFO] [Epoch 012] MSE Loss=802.712152 | PDE Loss=8.073612 | λ_pde=3.595e-01 | LR=5.00e-03
[2026-01-29 10:59:09][INFO] [Epoch 013] MSE Loss=810.564502 | PDE Loss=8.241559 | λ_pde=3.488e-01 | LR=5.00e-03
[2026-01-29 11:01:24][INFO] [Epoch 014] MSE Loss=759.949174 | PDE Loss=9.458814 | λ_pde=3.385e-01 | LR=5.00e-03
[2026-01-29 11:03:37][INFO] [Epoch 015] MSE Loss=786.021087 | PDE Loss=9.866757 | λ_pde=3.285e-01 | LR=5.00e-03
[2026-01-29 11:05:52][INFO] [Epoch 016] MSE Loss=727.165926 | PDE Loss=11.469090 | λ_pde=3.188e-01 | LR=5.00e-03
[2026-01-29 11:08:06][INFO] [Epoch 017] MSE Loss=788.726651 | PDE Loss=16.512484 | λ_pde=3.094e-01 | LR=5.00e-03
[2026-01-29 11:10:24][INFO] [Epoch 018] MSE Loss=750.023955 | PDE Loss=24.040819 | λ_pde=3.002e-01 | LR=5.00e-03
[2026-01-29 11:12:39][INFO] [Epoch 019] MSE Loss=738.553001 | PDE Loss=32.274733 | λ_pde=2.914e-01 | LR=5.00e-03
[2026-01-29 11:14:53][INFO] [Epoch 020] MSE Loss=749.841572 | PDE Loss=34.295708 | λ_pde=2.828e-01 | LR=5.00e-03
[2026-01-29 11:17:10][INFO] [Epoch 021] MSE Loss=666.481255 | PDE Loss=36.662600 | λ_pde=2.744e-01 | LR=5.00e-03
[2026-01-29 11:19:28][INFO] [Epoch 022] MSE Loss=737.781782 | PDE Loss=35.495699 | λ_pde=2.663e-01 | LR=5.00e-03
[2026-01-29 11:21:46][INFO] [Epoch 023] MSE Loss=689.399737 | PDE Loss=36.531550 | λ_pde=2.584e-01 | LR=5.00e-03
[2026-01-29 11:24:00][INFO] [Epoch 024] MSE Loss=700.956338 | PDE Loss=35.654235 | λ_pde=2.508e-01 | LR=5.00e-03
[2026-01-29 11:26:19][INFO] [Epoch 025] MSE Loss=734.425370 | PDE Loss=40.009015 | λ_pde=2.434e-01 | LR=5.00e-03
[2026-01-29 11:28:34][INFO] [Epoch 026] MSE Loss=702.815764 | PDE Loss=37.909381 | λ_pde=2.362e-01 | LR=5.00e-03
[2026-01-29 11:30:51][INFO] [Epoch 027] MSE Loss=686.727844 | PDE Loss=37.257184 | λ_pde=2.292e-01 | LR=5.00e-03
[2026-01-29 11:33:10][INFO] [Epoch 028] MSE Loss=646.643998 | PDE Loss=38.934840 | λ_pde=2.224e-01 | LR=5.00e-03
[2026-01-29 11:35:26][INFO] [Epoch 029] MSE Loss=652.332887 | PDE Loss=41.048673 | λ_pde=2.159e-01 | LR=5.00e-03
[2026-01-29 11:37:42][INFO] [Epoch 030] MSE Loss=750.251217 | PDE Loss=42.253725 | λ_pde=2.095e-01 | LR=5.00e-03
[2026-01-29 11:39:56][INFO] [Epoch 031] MSE Loss=667.421871 | PDE Loss=42.653562 | λ_pde=2.033e-01 | LR=5.00e-03
[2026-01-29 11:42:11][INFO] [Epoch 032] MSE Loss=632.798975 | PDE Loss=46.518134 | λ_pde=1.973e-01 | LR=5.00e-03
[2026-01-29 11:44:28][INFO] [Epoch 033] MSE Loss=667.998963 | PDE Loss=43.875520 | λ_pde=1.914e-01 | LR=5.00e-03
[2026-01-29 11:46:42][INFO] [Epoch 034] MSE Loss=705.397641 | PDE Loss=45.119757 | λ_pde=1.858e-01 | LR=5.00e-03
[2026-01-29 11:48:58][INFO] [Epoch 035] MSE Loss=712.674909 | PDE Loss=48.861700 | λ_pde=1.803e-01 | LR=5.00e-03
[2026-01-29 11:51:14][INFO] [Epoch 036] MSE Loss=676.249782 | PDE Loss=49.493364 | λ_pde=1.750e-01 | LR=5.00e-03
[2026-01-29 11:53:31][INFO] [Epoch 037] MSE Loss=691.993213 | PDE Loss=52.491572 | λ_pde=1.698e-01 | LR=5.00e-03
[2026-01-29 11:55:48][INFO] [Epoch 038] MSE Loss=668.612865 | PDE Loss=53.301376 | λ_pde=1.648e-01 | LR=5.00e-03
[2026-01-29 11:58:07][INFO] [Epoch 039] MSE Loss=724.692775 | PDE Loss=54.717655 | λ_pde=1.599e-01 | LR=5.00e-03
[2026-01-29 12:00:24][INFO] [Epoch 040] MSE Loss=644.247051 | PDE Loss=56.100123 | λ_pde=1.552e-01 | LR=2.50e-03
[2026-01-29 12:02:39][INFO] [Epoch 041] MSE Loss=627.155436 | PDE Loss=54.953317 | λ_pde=1.506e-01 | LR=2.50e-03
[2026-01-29 12:04:54][INFO] [Epoch 042] MSE Loss=636.423629 | PDE Loss=60.130402 | λ_pde=1.461e-01 | LR=2.50e-03
[2026-01-29 12:07:10][INFO] [Epoch 043] MSE Loss=644.346538 | PDE Loss=59.780498 | λ_pde=1.418e-01 | LR=2.50e-03
[2026-01-29 12:09:26][INFO] [Epoch 044] MSE Loss=672.474213 | PDE Loss=59.330013 | λ_pde=1.376e-01 | LR=2.50e-03
[2026-01-29 12:11:42][INFO] [Epoch 045] MSE Loss=627.101901 | PDE Loss=61.436466 | λ_pde=1.336e-01 | LR=2.50e-03
[2026-01-29 12:14:00][INFO] [Epoch 046] MSE Loss=628.405574 | PDE Loss=66.490252 | λ_pde=1.296e-01 | LR=2.50e-03
[2026-01-29 12:16:14][INFO] [Epoch 047] MSE Loss=602.008794 | PDE Loss=64.252677 | λ_pde=1.258e-01 | LR=2.50e-03
[2026-01-29 12:18:29][INFO] [Epoch 048] MSE Loss=613.748996 | PDE Loss=66.538134 | λ_pde=1.221e-01 | LR=2.50e-03
[2026-01-29 12:20:44][INFO] [Epoch 049] MSE Loss=634.830849 | PDE Loss=74.668746 | λ_pde=1.185e-01 | LR=2.50e-03
[2026-01-29 12:22:59][INFO] [Epoch 050] MSE Loss=614.952859 | PDE Loss=71.412022 | λ_pde=1.150e-01 | LR=2.50e-03
[2026-01-29 12:25:12][INFO] [Epoch 051] MSE Loss=588.974931 | PDE Loss=76.598039 | λ_pde=1.116e-01 | LR=2.50e-03
[2026-01-29 12:27:22][INFO] [Epoch 052] MSE Loss=625.089458 | PDE Loss=76.328817 | λ_pde=1.083e-01 | LR=2.50e-03
[2026-01-29 12:29:34][INFO] [Epoch 053] MSE Loss=616.080460 | PDE Loss=80.749796 | λ_pde=1.051e-01 | LR=2.50e-03
[2026-01-29 12:31:46][INFO] [Epoch 054] MSE Loss=642.359360 | PDE Loss=82.405146 | λ_pde=1.020e-01 | LR=2.50e-03
[2026-01-29 12:34:00][INFO] [Epoch 055] MSE Loss=629.423377 | PDE Loss=89.803200 | λ_pde=9.895e-02 | LR=2.50e-03
[2026-01-29 12:36:16][INFO] [Epoch 056] MSE Loss=613.163585 | PDE Loss=85.300530 | λ_pde=9.602e-02 | LR=2.50e-03
[2026-01-29 12:38:30][INFO] [Epoch 057] MSE Loss=605.678200 | PDE Loss=88.619620 | λ_pde=9.319e-02 | LR=2.50e-03
[2026-01-29 12:40:45][INFO] [Epoch 058] MSE Loss=627.279552 | PDE Loss=96.607877 | λ_pde=9.043e-02 | LR=2.50e-03
[2026-01-29 12:43:02][INFO] [Epoch 059] MSE Loss=589.495067 | PDE Loss=92.493070 | λ_pde=8.776e-02 | LR=1.25e-03
[2026-01-29 12:45:15][INFO] [Epoch 060] MSE Loss=596.825051 | PDE Loss=97.062866 | λ_pde=8.517e-02 | LR=1.25e-03
[2026-01-29 12:47:32][INFO] [Epoch 061] MSE Loss=597.737789 | PDE Loss=102.689409 | λ_pde=8.265e-02 | LR=1.25e-03
[2026-01-29 12:49:46][INFO] [Epoch 062] MSE Loss=589.367258 | PDE Loss=101.472487 | λ_pde=8.021e-02 | LR=1.25e-03
[2026-01-29 12:51:58][INFO] [Epoch 063] MSE Loss=578.488475 | PDE Loss=111.493669 | λ_pde=7.784e-02 | LR=1.25e-03
[2026-01-29 12:54:13][INFO] [Epoch 064] MSE Loss=590.892713 | PDE Loss=108.581452 | λ_pde=7.554e-02 | LR=1.25e-03
[2026-01-29 12:56:27][INFO] [Epoch 065] MSE Loss=582.612072 | PDE Loss=114.378006 | λ_pde=7.330e-02 | LR=1.25e-03
[2026-01-29 12:58:42][INFO] [Epoch 066] MSE Loss=599.728562 | PDE Loss=119.141891 | λ_pde=7.114e-02 | LR=1.25e-03
[2026-01-29 13:00:55][INFO] [Epoch 067] MSE Loss=601.222182 | PDE Loss=123.124190 | λ_pde=6.903e-02 | LR=1.25e-03
[2026-01-29 13:03:07][INFO] [Epoch 068] MSE Loss=588.116707 | PDE Loss=122.720784 | λ_pde=6.699e-02 | LR=1.25e-03
[2026-01-29 13:05:20][INFO] [Epoch 069] MSE Loss=579.491121 | PDE Loss=136.819616 | λ_pde=6.501e-02 | LR=1.25e-03
[2026-01-29 13:07:34][INFO] [Epoch 070] MSE Loss=584.806062 | PDE Loss=136.430234 | λ_pde=6.309e-02 | LR=1.25e-03
[2026-01-29 13:09:48][INFO] [Epoch 071] MSE Loss=572.528649 | PDE Loss=135.979880 | λ_pde=6.123e-02 | LR=6.25e-04
[2026-01-29 13:12:02][INFO] [Epoch 072] MSE Loss=578.057123 | PDE Loss=146.336953 | λ_pde=5.942e-02 | LR=6.25e-04
[2026-01-29 13:14:16][INFO] [Epoch 073] MSE Loss=569.678399 | PDE Loss=145.701991 | λ_pde=5.766e-02 | LR=6.25e-04
[2026-01-29 13:16:31][INFO] [Epoch 074] MSE Loss=567.936116 | PDE Loss=147.670870 | λ_pde=5.596e-02 | LR=6.25e-04
[2026-01-29 13:18:43][INFO] [Epoch 075] MSE Loss=565.987739 | PDE Loss=156.949084 | λ_pde=5.430e-02 | LR=6.25e-04
[2026-01-29 13:21:00][INFO] [Epoch 076] MSE Loss=565.273713 | PDE Loss=157.009385 | λ_pde=5.270e-02 | LR=6.25e-04
[2026-01-29 13:23:15][INFO] [Epoch 077] MSE Loss=569.531259 | PDE Loss=161.526748 | λ_pde=5.114e-02 | LR=6.25e-04
[2026-01-29 13:25:31][INFO] [Epoch 078] MSE Loss=575.114013 | PDE Loss=168.462019 | λ_pde=4.963e-02 | LR=6.25e-04
[2026-01-29 13:27:47][INFO] [Epoch 079] MSE Loss=568.035305 | PDE Loss=168.451865 | λ_pde=4.816e-02 | LR=6.25e-04
[2026-01-29 13:30:02][INFO] [Epoch 080] MSE Loss=564.184605 | PDE Loss=176.750979 | λ_pde=4.674e-02 | LR=6.25e-04
[2026-01-29 13:32:16][INFO] [Epoch 081] MSE Loss=561.849406 | PDE Loss=182.284486 | λ_pde=4.536e-02 | LR=6.25e-04
[2026-01-29 13:34:31][INFO] [Epoch 082] MSE Loss=567.158748 | PDE Loss=187.582025 | λ_pde=4.402e-02 | LR=6.25e-04
[2026-01-29 13:36:45][INFO] [Epoch 083] MSE Loss=571.653305 | PDE Loss=193.889484 | λ_pde=4.272e-02 | LR=6.25e-04
[2026-01-29 13:39:02][INFO] [Epoch 084] MSE Loss=567.704027 | PDE Loss=202.505637 | λ_pde=4.145e-02 | LR=6.25e-04
[2026-01-29 13:41:17][INFO] [Epoch 085] MSE Loss=554.357766 | PDE Loss=206.288254 | λ_pde=4.023e-02 | LR=6.25e-04
[2026-01-29 13:43:33][INFO] [Epoch 086] MSE Loss=565.147018 | PDE Loss=206.964101 | λ_pde=3.904e-02 | LR=6.25e-04
[2026-01-29 13:45:49][INFO] [Epoch 087] MSE Loss=578.303605 | PDE Loss=223.418843 | λ_pde=3.789e-02 | LR=6.25e-04
[2026-01-29 13:48:06][INFO] [Epoch 088] MSE Loss=559.560884 | PDE Loss=226.754048 | λ_pde=3.677e-02 | LR=6.25e-04
[2026-01-29 13:50:22][INFO] [Epoch 089] MSE Loss=559.590534 | PDE Loss=231.752183 | λ_pde=3.568e-02 | LR=6.25e-04
[2026-01-29 13:52:39][INFO] [Epoch 090] MSE Loss=560.007297 | PDE Loss=236.857181 | λ_pde=3.463e-02 | LR=6.25e-04
[2026-01-29 13:54:57][INFO] [Epoch 091] MSE Loss=563.604185 | PDE Loss=249.826172 | λ_pde=3.360e-02 | LR=6.25e-04
[2026-01-29 13:57:14][INFO] [Epoch 092] MSE Loss=558.188945 | PDE Loss=254.292216 | λ_pde=3.261e-02 | LR=6.25e-04
[2026-01-29 13:59:35][INFO] [Epoch 093] MSE Loss=555.150091 | PDE Loss=262.488491 | λ_pde=3.165e-02 | LR=3.13e-04
[2026-01-29 14:01:51][INFO] [Epoch 094] MSE Loss=554.404648 | PDE Loss=267.293059 | λ_pde=3.071e-02 | LR=3.13e-04
[2026-01-29 14:04:07][INFO] [Epoch 095] MSE Loss=548.644299 | PDE Loss=271.123250 | λ_pde=2.980e-02 | LR=3.13e-04
[2026-01-29 14:06:25][INFO] [Epoch 096] MSE Loss=554.567964 | PDE Loss=275.661739 | λ_pde=2.892e-02 | LR=3.13e-04
[2026-01-29 14:08:42][INFO] [Epoch 097] MSE Loss=550.974860 | PDE Loss=279.580928 | λ_pde=2.807e-02 | LR=3.13e-04
[2026-01-29 14:10:59][INFO] [Epoch 098] MSE Loss=555.484966 | PDE Loss=292.112278 | λ_pde=2.724e-02 | LR=3.13e-04
[2026-01-29 14:13:17][INFO] [Epoch 099] MSE Loss=554.637905 | PDE Loss=297.559752 | λ_pde=2.643e-02 | LR=3.13e-04
[2026-01-29 14:15:32][INFO] [Epoch 100] MSE Loss=547.667010 | PDE Loss=299.831818 | λ_pde=2.565e-02 | LR=3.13e-04
[2026-01-29 14:17:49][INFO] [Epoch 101] MSE Loss=550.126627 | PDE Loss=316.787297 | λ_pde=2.489e-02 | LR=3.13e-04
[2026-01-29 14:20:05][INFO] [Epoch 102] MSE Loss=549.162543 | PDE Loss=316.790879 | λ_pde=2.416e-02 | LR=3.13e-04
[2026-01-29 14:22:21][INFO] [Epoch 103] MSE Loss=550.673691 | PDE Loss=324.972007 | λ_pde=2.344e-02 | LR=3.13e-04
[2026-01-29 14:24:36][INFO] [Epoch 104] MSE Loss=544.405960 | PDE Loss=323.465974 | λ_pde=2.275e-02 | LR=3.13e-04
[2026-01-29 14:26:52][INFO] [Epoch 105] MSE Loss=547.954885 | PDE Loss=351.338762 | λ_pde=2.208e-02 | LR=3.13e-04
[2026-01-29 14:29:05][INFO] [Epoch 106] MSE Loss=550.601295 | PDE Loss=347.149292 | λ_pde=2.143e-02 | LR=3.13e-04
[2026-01-29 14:31:19][INFO] [Epoch 107] MSE Loss=547.733558 | PDE Loss=356.545996 | λ_pde=2.079e-02 | LR=3.13e-04
[2026-01-29 14:33:33][INFO] [Epoch 108] MSE Loss=545.335393 | PDE Loss=374.267532 | λ_pde=2.018e-02 | LR=3.13e-04
[2026-01-29 14:35:47][INFO] [Epoch 109] MSE Loss=546.533777 | PDE Loss=388.750004 | λ_pde=1.958e-02 | LR=3.13e-04
[2026-01-29 14:38:02][INFO] [Epoch 110] MSE Loss=549.977555 | PDE Loss=391.207848 | λ_pde=1.900e-02 | LR=3.13e-04
[2026-01-29 14:40:15][INFO] [Epoch 111] MSE Loss=543.180160 | PDE Loss=400.147778 | λ_pde=1.844e-02 | LR=3.13e-04
[2026-01-29 14:42:32][INFO] [Epoch 112] MSE Loss=548.750770 | PDE Loss=407.385991 | λ_pde=1.790e-02 | LR=3.13e-04
[2026-01-29 14:44:47][INFO] [Epoch 113] MSE Loss=555.415371 | PDE Loss=419.799656 | λ_pde=1.737e-02 | LR=3.13e-04
[2026-01-29 14:47:02][INFO] [Epoch 114] MSE Loss=536.315396 | PDE Loss=429.229938 | λ_pde=1.685e-02 | LR=3.13e-04
[2026-01-29 14:49:16][INFO] [Epoch 115] MSE Loss=541.835219 | PDE Loss=450.602041 | λ_pde=1.636e-02 | LR=3.13e-04
[2026-01-29 14:51:32][INFO] [Epoch 116] MSE Loss=542.310317 | PDE Loss=456.611140 | λ_pde=1.587e-02 | LR=3.13e-04
[2026-01-29 14:53:48][INFO] [Epoch 117] MSE Loss=546.218174 | PDE Loss=468.813659 | λ_pde=1.540e-02 | LR=3.13e-04
[2026-01-29 14:56:05][INFO] [Epoch 118] MSE Loss=541.267781 | PDE Loss=469.830666 | λ_pde=1.495e-02 | LR=3.13e-04
[2026-01-29 14:58:22][INFO] [Epoch 119] MSE Loss=542.772846 | PDE Loss=494.643772 | λ_pde=1.451e-02 | LR=3.13e-04
[2026-01-29 15:00:38][INFO] [Epoch 120] MSE Loss=541.415124 | PDE Loss=498.727654 | λ_pde=1.408e-02 | LR=3.13e-04
[2026-01-29 15:02:53][INFO] [Epoch 121] MSE Loss=542.693729 | PDE Loss=515.069748 | λ_pde=1.366e-02 | LR=3.13e-04
[2026-01-29 15:05:11][INFO] [Epoch 122] MSE Loss=539.510493 | PDE Loss=525.388896 | λ_pde=1.326e-02 | LR=1.56e-04
[2026-01-29 15:07:27][INFO] [Epoch 123] MSE Loss=539.499959 | PDE Loss=532.823338 | λ_pde=1.287e-02 | LR=1.56e-04
[2026-01-29 15:09:43][INFO] [Epoch 124] MSE Loss=535.527483 | PDE Loss=548.300550 | λ_pde=1.249e-02 | LR=1.56e-04
[2026-01-29 15:12:01][INFO] [Epoch 125] MSE Loss=532.872041 | PDE Loss=552.580162 | λ_pde=1.212e-02 | LR=1.56e-04
[2026-01-29 15:14:18][INFO] [Epoch 126] MSE Loss=542.081770 | PDE Loss=558.061376 | λ_pde=1.176e-02 | LR=1.56e-04
[2026-01-29 15:16:37][INFO] [Epoch 127] MSE Loss=532.624569 | PDE Loss=580.217504 | λ_pde=1.141e-02 | LR=1.56e-04
[2026-01-29 15:18:54][INFO] [Epoch 128] MSE Loss=537.542749 | PDE Loss=577.023296 | λ_pde=1.107e-02 | LR=1.56e-04
[2026-01-29 15:21:09][INFO] [Epoch 129] MSE Loss=536.057761 | PDE Loss=586.415082 | λ_pde=1.075e-02 | LR=1.56e-04
[2026-01-29 15:23:27][INFO] [Epoch 130] MSE Loss=537.920352 | PDE Loss=601.731183 | λ_pde=1.043e-02 | LR=1.56e-04
[2026-01-29 15:25:43][INFO] [Epoch 131] MSE Loss=536.123179 | PDE Loss=607.602685 | λ_pde=1.012e-02 | LR=1.56e-04
[2026-01-29 15:27:58][INFO] [Epoch 132] MSE Loss=533.984295 | PDE Loss=619.285304 | λ_pde=9.822e-03 | LR=1.56e-04
[2026-01-29 15:30:13][INFO] [Epoch 133] MSE Loss=532.620091 | PDE Loss=628.844317 | λ_pde=9.532e-03 | LR=1.56e-04
[2026-01-29 15:32:29][INFO] [Epoch 134] MSE Loss=538.791619 | PDE Loss=645.448519 | λ_pde=9.250e-03 | LR=1.56e-04
[2026-01-29 15:34:48][INFO] [Epoch 135] MSE Loss=533.384848 | PDE Loss=654.714717 | λ_pde=8.976e-03 | LR=7.81e-05
[2026-01-29 15:37:04][INFO] [Epoch 136] MSE Loss=530.591015 | PDE Loss=659.691992 | λ_pde=8.711e-03 | LR=7.81e-05
[2026-01-29 15:39:19][INFO] [Epoch 137] MSE Loss=530.928803 | PDE Loss=668.610955 | λ_pde=8.454e-03 | LR=7.81e-05
[2026-01-29 15:41:33][INFO] [Epoch 138] MSE Loss=530.484133 | PDE Loss=669.767545 | λ_pde=8.204e-03 | LR=7.81e-05
[2026-01-29 15:43:48][INFO] [Epoch 139] MSE Loss=531.484530 | PDE Loss=678.268253 | λ_pde=7.961e-03 | LR=7.81e-05
[2026-01-29 15:46:07][INFO] [Epoch 140] MSE Loss=531.150023 | PDE Loss=684.772562 | λ_pde=7.726e-03 | LR=7.81e-05
[2026-01-29 15:48:23][INFO] [Epoch 141] MSE Loss=530.148627 | PDE Loss=692.191124 | λ_pde=7.498e-03 | LR=7.81e-05
[2026-01-29 15:50:38][INFO] [Epoch 142] MSE Loss=529.706956 | PDE Loss=702.108632 | λ_pde=7.276e-03 | LR=7.81e-05
[2026-01-29 15:52:54][INFO] [Epoch 143] MSE Loss=529.493634 | PDE Loss=707.804167 | λ_pde=7.061e-03 | LR=7.81e-05
[2026-01-29 15:55:12][INFO] [Epoch 144] MSE Loss=532.122716 | PDE Loss=716.966166 | λ_pde=6.852e-03 | LR=7.81e-05
[2026-01-29 15:57:28][INFO] [Epoch 145] MSE Loss=528.256363 | PDE Loss=730.068140 | λ_pde=6.650e-03 | LR=7.81e-05
[2026-01-29 15:59:43][INFO] [Epoch 146] MSE Loss=529.912909 | PDE Loss=735.657211 | λ_pde=6.453e-03 | LR=7.81e-05
[2026-01-29 16:01:58][INFO] [Epoch 147] MSE Loss=528.198817 | PDE Loss=747.193437 | λ_pde=6.263e-03 | LR=7.81e-05
[2026-01-29 16:04:16][INFO] [Epoch 148] MSE Loss=527.526344 | PDE Loss=755.859152 | λ_pde=6.078e-03 | LR=7.81e-05
[2026-01-29 16:06:34][INFO] [Epoch 149] MSE Loss=526.466328 | PDE Loss=761.344517 | λ_pde=5.898e-03 | LR=7.81e-05
[2026-01-29 16:08:50][INFO] [Epoch 150] MSE Loss=527.420555 | PDE Loss=774.291180 | λ_pde=5.724e-03 | LR=7.81e-05
[2026-01-29 16:11:08][INFO] [Epoch 151] MSE Loss=528.303990 | PDE Loss=786.551401 | λ_pde=5.554e-03 | LR=7.81e-05
[2026-01-29 16:13:24][INFO] [Epoch 152] MSE Loss=528.686561 | PDE Loss=790.832932 | λ_pde=5.390e-03 | LR=7.81e-05
[2026-01-29 16:15:42][INFO] [Epoch 153] MSE Loss=527.007120 | PDE Loss=804.887480 | λ_pde=5.231e-03 | LR=7.81e-05
[2026-01-29 16:17:57][INFO] [Epoch 154] MSE Loss=527.029540 | PDE Loss=812.726151 | λ_pde=5.076e-03 | LR=7.81e-05
[2026-01-29 16:20:13][INFO] [Epoch 155] MSE Loss=528.260733 | PDE Loss=826.709422 | λ_pde=4.926e-03 | LR=7.81e-05
[2026-01-29 16:22:29][INFO] [Epoch 156] MSE Loss=525.704013 | PDE Loss=836.686060 | λ_pde=4.781e-03 | LR=7.81e-05
[2026-01-29 16:24:44][INFO] [Epoch 157] MSE Loss=527.799280 | PDE Loss=845.814880 | λ_pde=4.640e-03 | LR=7.81e-05
[2026-01-29 16:27:01][INFO] [Epoch 158] MSE Loss=525.565939 | PDE Loss=855.815140 | λ_pde=4.502e-03 | LR=7.81e-05
[2026-01-29 16:29:19][INFO] [Epoch 159] MSE Loss=526.728167 | PDE Loss=866.946312 | λ_pde=4.369e-03 | LR=7.81e-05
[2026-01-29 16:31:37][INFO] [Epoch 160] MSE Loss=525.533749 | PDE Loss=883.366344 | λ_pde=4.240e-03 | LR=7.81e-05
[2026-01-29 16:33:57][INFO] [Epoch 161] MSE Loss=524.245791 | PDE Loss=891.732153 | λ_pde=4.115e-03 | LR=7.81e-05
[2026-01-29 16:36:14][INFO] [Epoch 162] MSE Loss=524.445267 | PDE Loss=900.812202 | λ_pde=3.993e-03 | LR=7.81e-05
[2026-01-29 16:38:32][INFO] [Epoch 163] MSE Loss=524.759673 | PDE Loss=917.907256 | λ_pde=3.875e-03 | LR=7.81e-05
[2026-01-29 16:40:47][INFO] [Epoch 164] MSE Loss=523.678122 | PDE Loss=931.522038 | λ_pde=3.761e-03 | LR=7.81e-05
